scenario,lambda2_mean_mean,lambda2_mean_std,partitions_mean,partitions_std
no_jammer,0.018246825235991804,0.0014206870375997932,1546.0,49.98399743918047
jam_15dB,0.018246825235991804,0.0014206870375997932,1546.0,49.98399743918047
jam_25dB,0.018246825235991804,0.0014206870375997932,1546.0,49.98399743918047
